scientificname,trait,hits,status,rank,division,commonname,uid,genus,species,subsp,modificationdate
Culex vagans,host_pref,0,active,species,mosquitos,NA,1144254,Culex,vagans,NA,2012/03/29 00:00
Culex vagans,fecundity,0,active,species,mosquitos,NA,1144254,Culex,vagans,NA,2012/03/29 00:00
Culex vagans,R0,0,active,species,mosquitos,NA,1144254,Culex,vagans,NA,2012/03/29 00:00
Culiseta alaskaensis,life_hist,0,active,species,mosquitos,NA,1788509,Culiseta,alaskaensis,NA,2016/04/03 00:00
Culiseta alaskaensis,autogeny,0,active,species,mosquitos,NA,1788509,Culiseta,alaskaensis,NA,2016/04/03 00:00
Culiseta alaskaensis,wing_length,0,active,species,mosquitos,NA,1788509,Culiseta,alaskaensis,NA,2016/04/03 00:00
Culiseta alaskaensis,voltinism,0,active,species,mosquitos,NA,1788509,Culiseta,alaskaensis,NA,2016/04/03 00:00
Culiseta alaskaensis,oviposition,2,active,species,mosquitos,NA,1788509,Culiseta,alaskaensis,NA,2016/04/03 00:00
Culiseta alaskaensis,overwinter,2,active,species,mosquitos,NA,1788509,Culiseta,alaskaensis,NA,2016/04/03 00:00
Culiseta alaskaensis,host_pref,1,active,species,mosquitos,NA,1788509,Culiseta,alaskaensis,NA,2016/04/03 00:00
Culiseta alaskaensis,fecundity,0,active,species,mosquitos,NA,1788509,Culiseta,alaskaensis,NA,2016/04/03 00:00
Culiseta alaskaensis,R0,0,active,species,mosquitos,NA,1788509,Culiseta,alaskaensis,NA,2016/04/03 00:00
Culiseta annulata,life_hist,0,active,species,mosquitos,NA,332058,Culiseta,annulata,NA,2005/06/11 00:00
Culiseta annulata,autogeny,1,active,species,mosquitos,NA,332058,Culiseta,annulata,NA,2005/06/11 00:00
Culiseta annulata,wing_length,0,active,species,mosquitos,NA,332058,Culiseta,annulata,NA,2005/06/11 00:00
Culiseta annulata,voltinism,0,active,species,mosquitos,NA,332058,Culiseta,annulata,NA,2005/06/11 00:00
Culiseta annulata,oviposition,11,active,species,mosquitos,NA,332058,Culiseta,annulata,NA,2005/06/11 00:00
Culiseta annulata,overwinter,8,active,species,mosquitos,NA,332058,Culiseta,annulata,NA,2005/06/11 00:00
Culiseta annulata,host_pref,11,active,species,mosquitos,NA,332058,Culiseta,annulata,NA,2005/06/11 00:00
Culiseta annulata,fecundity,0,active,species,mosquitos,NA,332058,Culiseta,annulata,NA,2005/06/11 00:00
Culiseta annulata,R0,1,active,species,mosquitos,NA,332058,Culiseta,annulata,NA,2005/06/11 00:00
Culiseta bergrothi,life_hist,0,active,species,mosquitos,NA,866104,Culiseta,bergrothi,NA,2016/08/19 00:00
Culiseta bergrothi,autogeny,0,active,species,mosquitos,NA,866104,Culiseta,bergrothi,NA,2016/08/19 00:00
Culiseta bergrothi,wing_length,0,active,species,mosquitos,NA,866104,Culiseta,bergrothi,NA,2016/08/19 00:00
Culiseta bergrothi,voltinism,0,active,species,mosquitos,NA,866104,Culiseta,bergrothi,NA,2016/08/19 00:00
Culiseta bergrothi,oviposition,0,active,species,mosquitos,NA,866104,Culiseta,bergrothi,NA,2016/08/19 00:00
Culiseta bergrothi,overwinter,1,active,species,mosquitos,NA,866104,Culiseta,bergrothi,NA,2016/08/19 00:00
Culiseta bergrothi,host_pref,0,active,species,mosquitos,NA,866104,Culiseta,bergrothi,NA,2016/08/19 00:00
Culiseta bergrothi,fecundity,0,active,species,mosquitos,NA,866104,Culiseta,bergrothi,NA,2016/08/19 00:00
Culiseta bergrothi,R0,0,active,species,mosquitos,NA,866104,Culiseta,bergrothi,NA,2016/08/19 00:00
Culiseta fumipennis,life_hist,0,active,species,mosquitos,NA,1538645,Culiseta,fumipennis,NA,2014/09/01 00:00
Culiseta fumipennis,autogeny,0,active,species,mosquitos,NA,1538645,Culiseta,fumipennis,NA,2014/09/01 00:00
Culiseta fumipennis,wing_length,0,active,species,mosquitos,NA,1538645,Culiseta,fumipennis,NA,2014/09/01 00:00
Culiseta fumipennis,voltinism,0,active,species,mosquitos,NA,1538645,Culiseta,fumipennis,NA,2014/09/01 00:00
Culiseta fumipennis,oviposition,1,active,species,mosquitos,NA,1538645,Culiseta,fumipennis,NA,2014/09/01 00:00
Culiseta fumipennis,overwinter,0,active,species,mosquitos,NA,1538645,Culiseta,fumipennis,NA,2014/09/01 00:00
Culiseta fumipennis,host_pref,1,active,species,mosquitos,NA,1538645,Culiseta,fumipennis,NA,2014/09/01 00:00
Culiseta fumipennis,fecundity,0,active,species,mosquitos,NA,1538645,Culiseta,fumipennis,NA,2014/09/01 00:00
Culiseta fumipennis,R0,0,active,species,mosquitos,NA,1538645,Culiseta,fumipennis,NA,2014/09/01 00:00
Culiseta glaphyroptera,life_hist,0,active,species,mosquitos,NA,2025599,Culiseta,glaphyroptera,NA,2017/08/17 00:00
Culiseta glaphyroptera,autogeny,0,active,species,mosquitos,NA,2025599,Culiseta,glaphyroptera,NA,2017/08/17 00:00
Culiseta glaphyroptera,wing_length,0,active,species,mosquitos,NA,2025599,Culiseta,glaphyroptera,NA,2017/08/17 00:00
Culiseta glaphyroptera,voltinism,0,active,species,mosquitos,NA,2025599,Culiseta,glaphyroptera,NA,2017/08/17 00:00
Culiseta glaphyroptera,oviposition,1,active,species,mosquitos,NA,2025599,Culiseta,glaphyroptera,NA,2017/08/17 00:00
Culiseta glaphyroptera,overwinter,0,active,species,mosquitos,NA,2025599,Culiseta,glaphyroptera,NA,2017/08/17 00:00
Culiseta glaphyroptera,host_pref,1,active,species,mosquitos,NA,2025599,Culiseta,glaphyroptera,NA,2017/08/17 00:00
Culiseta glaphyroptera,fecundity,0,active,species,mosquitos,NA,2025599,Culiseta,glaphyroptera,NA,2017/08/17 00:00
Culiseta glaphyroptera,R0,0,active,species,mosquitos,NA,2025599,Culiseta,glaphyroptera,NA,2017/08/17 00:00
Culiseta litorea,life_hist,1,active,species,mosquitos,NA,2579876,Culiseta,litorea,NA,2020/01/24 00:00
Culiseta litorea,autogeny,0,active,species,mosquitos,NA,2579876,Culiseta,litorea,NA,2020/01/24 00:00
Culiseta litorea,wing_length,0,active,species,mosquitos,NA,2579876,Culiseta,litorea,NA,2020/01/24 00:00
Culiseta litorea,voltinism,0,active,species,mosquitos,NA,2579876,Culiseta,litorea,NA,2020/01/24 00:00
Culiseta litorea,oviposition,0,active,species,mosquitos,NA,2579876,Culiseta,litorea,NA,2020/01/24 00:00
Culiseta litorea,overwinter,1,active,species,mosquitos,NA,2579876,Culiseta,litorea,NA,2020/01/24 00:00
Culiseta litorea,host_pref,0,active,species,mosquitos,NA,2579876,Culiseta,litorea,NA,2020/01/24 00:00
Culiseta litorea,fecundity,0,active,species,mosquitos,NA,2579876,Culiseta,litorea,NA,2020/01/24 00:00
Culiseta litorea,R0,0,active,species,mosquitos,NA,2579876,Culiseta,litorea,NA,2020/01/24 00:00
Culiseta longiareolata,life_hist,3,active,species,mosquitos,NA,1206072,Culiseta,longiareolata,NA,2012/07/10 00:00
Culiseta longiareolata,autogeny,0,active,species,mosquitos,NA,1206072,Culiseta,longiareolata,NA,2012/07/10 00:00
Culiseta longiareolata,wing_length,0,active,species,mosquitos,NA,1206072,Culiseta,longiareolata,NA,2012/07/10 00:00
Culiseta longiareolata,voltinism,0,active,species,mosquitos,NA,1206072,Culiseta,longiareolata,NA,2012/07/10 00:00
Culiseta longiareolata,oviposition,32,active,species,mosquitos,NA,1206072,Culiseta,longiareolata,NA,2012/07/10 00:00
Culiseta longiareolata,overwinter,1,active,species,mosquitos,NA,1206072,Culiseta,longiareolata,NA,2012/07/10 00:00
Culiseta longiareolata,host_pref,4,active,species,mosquitos,NA,1206072,Culiseta,longiareolata,NA,2012/07/10 00:00
Culiseta longiareolata,fecundity,1,active,species,mosquitos,NA,1206072,Culiseta,longiareolata,NA,2012/07/10 00:00
Culiseta longiareolata,R0,0,active,species,mosquitos,NA,1206072,Culiseta,longiareolata,NA,2012/07/10 00:00
Culiseta morsitans,life_hist,1,active,species,mosquitos,NA,329107,Culiseta,morsitans,NA,2006/03/31 00:00
Culiseta morsitans,autogeny,0,active,species,mosquitos,NA,329107,Culiseta,morsitans,NA,2006/03/31 00:00
Culiseta morsitans,wing_length,1,active,species,mosquitos,NA,329107,Culiseta,morsitans,NA,2006/03/31 00:00
Culiseta morsitans,voltinism,0,active,species,mosquitos,NA,329107,Culiseta,morsitans,NA,2006/03/31 00:00
Culiseta morsitans,oviposition,4,active,species,mosquitos,NA,329107,Culiseta,morsitans,NA,2006/03/31 00:00
Culiseta morsitans,overwinter,2,active,species,mosquitos,NA,329107,Culiseta,morsitans,NA,2006/03/31 00:00
Culiseta morsitans,host_pref,10,active,species,mosquitos,NA,329107,Culiseta,morsitans,NA,2006/03/31 00:00
Culiseta morsitans,fecundity,1,active,species,mosquitos,NA,329107,Culiseta,morsitans,NA,2006/03/31 00:00
Culiseta morsitans,R0,1,active,species,mosquitos,NA,329107,Culiseta,morsitans,NA,2006/03/31 00:00
Culiseta ochroptera,life_hist,0,active,species,mosquitos,NA,866105,Culiseta,ochroptera,NA,2010/07/31 00:00
Culiseta ochroptera,autogeny,0,active,species,mosquitos,NA,866105,Culiseta,ochroptera,NA,2010/07/31 00:00
Culiseta ochroptera,wing_length,0,active,species,mosquitos,NA,866105,Culiseta,ochroptera,NA,2010/07/31 00:00
Culiseta ochroptera,voltinism,0,active,species,mosquitos,NA,866105,Culiseta,ochroptera,NA,2010/07/31 00:00
Culiseta ochroptera,oviposition,1,active,species,mosquitos,NA,866105,Culiseta,ochroptera,NA,2010/07/31 00:00
Culiseta ochroptera,overwinter,1,active,species,mosquitos,NA,866105,Culiseta,ochroptera,NA,2010/07/31 00:00
Culiseta ochroptera,host_pref,2,active,species,mosquitos,NA,866105,Culiseta,ochroptera,NA,2010/07/31 00:00
Culiseta ochroptera,fecundity,0,active,species,mosquitos,NA,866105,Culiseta,ochroptera,NA,2010/07/31 00:00
Culiseta ochroptera,R0,0,active,species,mosquitos,NA,866105,Culiseta,ochroptera,NA,2010/07/31 00:00
Culiseta subochrea,life_hist,0,active,species,mosquitos,NA,1788510,Culiseta,subochrea,NA,2016/04/03 00:00
Culiseta subochrea,autogeny,3,active,species,mosquitos,NA,1788510,Culiseta,subochrea,NA,2016/04/03 00:00
Culiseta subochrea,wing_length,0,active,species,mosquitos,NA,1788510,Culiseta,subochrea,NA,2016/04/03 00:00
Culiseta subochrea,voltinism,0,active,species,mosquitos,NA,1788510,Culiseta,subochrea,NA,2016/04/03 00:00
Culiseta subochrea,oviposition,2,active,species,mosquitos,NA,1788510,Culiseta,subochrea,NA,2016/04/03 00:00
Culiseta subochrea,overwinter,0,active,species,mosquitos,NA,1788510,Culiseta,subochrea,NA,2016/04/03 00:00
Culiseta subochrea,host_pref,1,active,species,mosquitos,NA,1788510,Culiseta,subochrea,NA,2016/04/03 00:00
Culiseta subochrea,fecundity,0,active,species,mosquitos,NA,1788510,Culiseta,subochrea,NA,2016/04/03 00:00
Culiseta subochrea,R0,0,active,species,mosquitos,NA,1788510,Culiseta,subochrea,NA,2016/04/03 00:00
Orthopodomyia pulcripalpis,life_hist,0,active,species,mosquitos,NA,665338,Orthopodomyia,pulcripalpis,NA,2009/08/17 00:00
Orthopodomyia pulcripalpis,autogeny,0,active,species,mosquitos,NA,665338,Orthopodomyia,pulcripalpis,NA,2009/08/17 00:00
Orthopodomyia pulcripalpis,wing_length,0,active,species,mosquitos,NA,665338,Orthopodomyia,pulcripalpis,NA,2009/08/17 00:00
Orthopodomyia pulcripalpis,voltinism,0,active,species,mosquitos,NA,665338,Orthopodomyia,pulcripalpis,NA,2009/08/17 00:00
Orthopodomyia pulcripalpis,oviposition,0,active,species,mosquitos,NA,665338,Orthopodomyia,pulcripalpis,NA,2009/08/17 00:00
Orthopodomyia pulcripalpis,overwinter,0,active,species,mosquitos,NA,665338,Orthopodomyia,pulcripalpis,NA,2009/08/17 00:00
Orthopodomyia pulcripalpis,host_pref,0,active,species,mosquitos,NA,665338,Orthopodomyia,pulcripalpis,NA,2009/08/17 00:00
Orthopodomyia pulcripalpis,fecundity,0,active,species,mosquitos,NA,665338,Orthopodomyia,pulcripalpis,NA,2009/08/17 00:00
Orthopodomyia pulcripalpis,R0,0,active,species,mosquitos,NA,665338,Orthopodomyia,pulcripalpis,NA,2009/08/17 00:00
Uranotaenia balfouri,life_hist,0,active,species,mosquitos,NA,1551375,Uranotaenia,balfouri,NA,2014/10/08 00:00
Uranotaenia balfouri,autogeny,0,active,species,mosquitos,NA,1551375,Uranotaenia,balfouri,NA,2014/10/08 00:00
Uranotaenia balfouri,wing_length,0,active,species,mosquitos,NA,1551375,Uranotaenia,balfouri,NA,2014/10/08 00:00
Uranotaenia balfouri,voltinism,0,active,species,mosquitos,NA,1551375,Uranotaenia,balfouri,NA,2014/10/08 00:00
Uranotaenia balfouri,oviposition,0,active,species,mosquitos,NA,1551375,Uranotaenia,balfouri,NA,2014/10/08 00:00
Uranotaenia balfouri,overwinter,0,active,species,mosquitos,NA,1551375,Uranotaenia,balfouri,NA,2014/10/08 00:00
Uranotaenia balfouri,host_pref,0,active,species,mosquitos,NA,1551375,Uranotaenia,balfouri,NA,2014/10/08 00:00
Uranotaenia balfouri,fecundity,0,active,species,mosquitos,NA,1551375,Uranotaenia,balfouri,NA,2014/10/08 00:00
Uranotaenia balfouri,R0,0,active,species,mosquitos,NA,1551375,Uranotaenia,balfouri,NA,2014/10/08 00:00
Uranotaenia unguiculata,life_hist,0,active,species,mosquitos,NA,559294,Uranotaenia,unguiculata,NA,2013/09/04 00:00
Uranotaenia unguiculata,autogeny,0,active,species,mosquitos,NA,559294,Uranotaenia,unguiculata,NA,2013/09/04 00:00
Uranotaenia unguiculata,wing_length,0,active,species,mosquitos,NA,559294,Uranotaenia,unguiculata,NA,2013/09/04 00:00
Uranotaenia unguiculata,voltinism,0,active,species,mosquitos,NA,559294,Uranotaenia,unguiculata,NA,2013/09/04 00:00
Uranotaenia unguiculata,oviposition,4,active,species,mosquitos,NA,559294,Uranotaenia,unguiculata,NA,2013/09/04 00:00
Uranotaenia unguiculata,overwinter,1,active,species,mosquitos,NA,559294,Uranotaenia,unguiculata,NA,2013/09/04 00:00
Uranotaenia unguiculata,host_pref,3,active,species,mosquitos,NA,559294,Uranotaenia,unguiculata,NA,2013/09/04 00:00
Uranotaenia unguiculata,fecundity,0,active,species,mosquitos,NA,559294,Uranotaenia,unguiculata,NA,2013/09/04 00:00
Uranotaenia unguiculata,R0,0,active,species,mosquitos,NA,559294,Uranotaenia,unguiculata,NA,2013/09/04 00:00
